Zone,CAGR,Vol,MaxDD,Sharpe,HitRate,Alpha
US,0.1079291645149516,0.1499500130447815,-0.32991665603867015,0.7197676233793946,0.5194191742477257,0.02781243101359543
EU,0.087997949209079,0.14780122158287795,-0.3318215079940879,0.5953803917631025,0.5176696990902729,0.07579153346422851
