Date,Value_US,Value_EU
2005-07-20,0.9991773607679695,0.9991773607679695
2005-07-21,0.9997929636874411,0.9997929636874411
2005-07-22,0.9997694209372453,0.9997694209372453
2005-07-25,0.9999107253502839,0.9999107253502839
2005-07-26,0.9992991630813143,0.9992991630813143
2005-07-27,0.999748548805946,0.999748548805946
2005-07-28,1.000478811372167,1.000478811372167
2005-07-29,1.0006426317498844,1.0006426317498844
2005-08-01,1.0013670609704048,1.0013670609704048
2005-08-02,1.0013902744867518,1.0013902744867518
2005-08-03,1.002295563317014,1.002295563317014
2005-08-04,1.0026409478060914,1.0026409478060914
2005-08-05,1.002457309731104,1.002457309731104
2005-08-08,1.0018825062077013,1.0018825062077013
2005-08-09,1.001859398609574,1.001859398609574
2005-08-10,1.0025760063352778,1.0025760063352778
2005-08-11,1.0044134863172383,1.0044134863172383
2005-08-12,1.0045038742999854,1.0045038742999854
2005-08-15,1.0036910579497818,1.0036910579497818
2005-08-16,1.0046463001802883,1.0046463001802883
2005-08-17,1.0032030386091566,1.0032030386091566
2005-08-18,1.0030202687312897,1.0030202687312897
2005-08-19,1.0024939214366446,1.0024939214366446
2005-08-22,1.0027238565058618,1.0027238565058618
2005-08-23,1.002861524657541,1.002861524657541
2005-08-24,1.0024719345537094,1.0024719345537094
2005-08-25,1.0027939016527825,1.0027939016527825
2005-08-26,1.00251872626207,1.00251872626207
2005-08-29,1.0024267710538093,1.0024267710538093
2005-08-30,1.0011383607431694,1.0011383607431694
2005-08-31,1.0020461663323823,1.0020461663323823
2005-09-01,1.0039394325114224,1.0039394325114224
2005-09-02,1.0040075396046653,1.0040075396046653
2005-09-06,1.0040529195151517,1.0040529195151517
2005-09-07,1.0041890038914898,1.0041890038914898
2005-09-08,1.0048006160026017,1.0048006160026017
2005-09-09,1.0053413196855963,1.0053413196855963
2005-09-12,1.0054534211548172,1.0054534211548172
2005-09-13,1.0047142862939746,1.0047142862939746
2005-09-14,1.0056161790285425,1.0056161790285425
2005-09-15,1.006645054764983,1.006645054764983
2005-09-16,1.0075315795869937,1.0075315795869937
2005-09-19,1.0084771031347506,1.0084771031347506
2005-09-20,1.0084334923159248,1.0084334923159248
2005-09-21,1.010244008546526,1.010244008546526
2005-09-22,1.008741306557361,1.008741306557361
2005-09-23,1.0085672315993743,1.0085672315993743
2005-09-26,1.0091992225852202,1.0091992225852202
2005-09-27,1.008505764467633,1.008505764467633
2005-09-28,1.009705066956343,1.009705066956343
2005-09-29,1.010352312158653,1.010352312158653
2005-09-30,1.0094942683679031,1.0094942683679031
2005-10-03,1.008888998541035,1.008888998541035
2005-10-04,1.0089542059693037,1.0089542059693037
2005-10-05,1.0087587139757623,1.0087587139757623
2005-10-06,1.010608246668487,1.010608246668487
2005-10-07,1.0109293497864829,1.0109293497864829
2005-10-10,1.0109506918400222,1.0109506918400222
2005-10-11,1.0109933759799192,1.0109933759799192
2005-10-12,1.0098413663668098,1.0098413663668098
2005-10-13,1.0102078018866347,1.0102078018866347
2005-10-14,1.0097351371749903,1.0097351371749903
2005-10-17,1.01072760992335,1.01072760992335
2005-10-18,1.0101715636020627,1.0101715636020627
2005-10-19,1.008753025138579,1.008753025138579
2005-10-20,1.0079693572414101,1.0079693572414101
2005-10-21,1.0091531423243871,1.0091531423243871
2005-10-24,1.0088711324681896,1.0088711324681896
2005-10-25,1.0103282259557664,1.0103282259557664
2005-10-26,1.0100491274757657,1.0100491274757657
2005-10-27,1.0105871890147107,1.0105871890147107
2005-10-28,1.0106728702621022,1.0106728702621022
2005-10-31,1.008917784654822,1.008917784654822
2005-11-01,1.0074609378987418,1.0074609378987418
2005-11-02,1.0083421666686014,1.0083421666686014
2005-11-03,1.0079705643175176,1.0079705643175176
2005-11-04,1.0069836462757447,1.0069836462757447
2005-11-07,1.0075589438121917,1.0075589438121917
2005-11-08,1.0078671317863181,1.0078671317863181
2005-11-09,1.0092940870808544,1.0092940870808544
2005-11-10,1.0091206648887205,1.0091206648887205
2005-11-11,1.0098154116787066,1.0098154116787066
2005-11-14,1.0094270204709361,1.0094270204709361
2005-11-15,1.0095136313802067,1.0095136313802067
2005-11-16,1.0119368079609319,1.0119368079609319
2005-11-17,1.013419345750209,1.013419345750209
2005-11-18,1.0133775370641263,1.0133775370641263
2005-11-21,1.014485858841853,1.014485858841853
2005-11-22,1.0151692193431194,1.0151692193431194
2005-11-23,1.0148193067122884,1.0148193067122884
2005-11-25,1.0153767793422475,1.0153767793422475
2005-11-28,1.016034254342075,1.016034254342075
2005-11-29,1.0161568107808587,1.0161568107808587
2005-11-30,1.0147284763356579,1.0147284763356579
2005-12-01,1.0169397985225228,1.0169397985225228
2005-12-02,1.0172438498023169,1.0172438498023169
2005-12-05,1.0181737608564352,1.0181737608564352
2005-12-06,1.0183943196154555,1.0183943196154555
2005-12-07,1.019254822412618,1.019254822412618
2005-12-08,1.0204067508358956,1.0204067508358956
2005-12-09,1.0213898016266814,1.0213898016266814
2005-12-12,1.0217016760687612,1.0217016760687612
2005-12-13,1.0199327484716707,1.0199327484716707
2005-12-14,1.0173656320216613,1.0173656320216613
2005-12-15,1.0171433739026492,1.0171433739026492
2005-12-16,1.016839685500926,1.016839685500926
2005-12-19,1.017103590960727,1.017103590960727
2005-12-20,1.014713741262288,1.014713741262288
2005-12-21,1.0153965583820592,1.0153965583820592
2005-12-22,1.0169802242351709,1.0169802242351709
2005-12-23,1.0169396576809848,1.0169396576809848
2005-12-27,1.0179947436721692,1.0179947436721692
2005-12-28,1.019663261664736,1.019663261664736
2005-12-29,1.019663261664736,1.019663261664736
2005-12-30,1.0198811819648643,1.0198811819648643
2006-01-03,1.0229261877959255,1.0229261877959255
2006-01-04,1.023272812475289,1.023272812475289
2006-01-05,1.0214297712422622,1.0214297712422622
2006-01-06,1.024122882001165,1.024122882001165
2006-01-09,1.0258005165932063,1.0258005165932063
2006-01-10,1.0247859940282416,1.0247859940282416
2006-01-11,1.025676942505247,1.025676942505247
2006-01-12,1.0254888513050127,1.0254888513050127
2006-01-13,1.027391739441632,1.027391739441632
2006-01-17,1.0270581701212578,1.0270581701212578
2006-01-18,1.0248464476291883,1.0248464476291883
2006-01-19,1.0277274668234293,1.0277274668234293
2006-01-20,1.0270064503030374,1.0270064503030374
2006-01-23,1.0280669455116684,1.0280669455116684
2006-01-24,1.0279932076262348,1.0279932076262348
2006-01-25,1.0287494916056525,1.0287494916056525
2006-01-26,1.0282730520901493,1.0282730520901493
2006-01-27,1.0278130158372702,1.0278130158372702
2006-01-30,1.029752981434518,1.029752981434518
2006-01-31,1.029789317939284,1.029789317939284
2006-02-01,1.029789317939284,1.029789317939284
2006-02-02,1.0302978536501766,1.0302978536501766
2006-02-03,1.029429930691082,1.029429930691082
2006-02-06,1.0298307728882155,1.0298307728882155
2006-02-07,1.0259816120630199,1.0259816120630199
2006-02-08,1.0264138084394328,1.0264138084394328
2006-02-09,1.0289409961631897,1.0289409961631897
2006-02-10,1.0263952016653577,1.0263952016653577
2006-02-13,1.024390743672659,1.024390743672659
2006-02-14,1.025859063336905,1.025859063336905
2006-02-15,1.0244847184352555,1.0244847184352555
2006-02-16,1.0259330268408648,1.0259330268408648
2006-02-17,1.0267609966118025,1.0267609966118025
2006-02-21,1.0270599078300033,1.0270599078300033
2006-02-22,1.027469839683843,1.027469839683843
2006-02-23,1.0261701836128405,1.0261701836128405
2006-02-24,1.0280482403388207,1.0280482403388207
2006-02-27,1.0272722188016778,1.0272722188016778
2006-02-28,1.028853493338414,1.028853493338414
2006-03-01,1.0289085394397934,1.0289085394397934
2006-03-02,1.0300823447519698,1.0300823447519698
2006-03-03,1.0292472357442988,1.0292472357442988
2006-03-06,1.027326999717791,1.027326999717791
2006-03-07,1.0268061771426618,1.0268061771426618
2006-03-08,1.0249749313381233,1.0249749313381233
2006-03-09,1.0254877045350812,1.0254877045350812
2006-03-10,1.0247125389942047,1.0247125389942047
2006-03-13,1.0256262702461276,1.0256262702461276
2006-03-14,1.0266838069665187,1.0266838069665187
2006-03-15,1.0271515870954382,1.0271515870954382
2006-03-16,1.027561555541351,1.027561555541351
2006-03-17,1.0271530539223714,1.0271530539223714
2006-03-20,1.0272462267635103,1.0272462267635103
2006-03-21,1.0266131653772437,1.0266131653772437
2006-03-22,1.0264633734197892,1.0264633734197892
2006-03-23,1.0263696339028183,1.0263696339028183
2006-03-24,1.0282647556451507,1.0282647556451507
2006-03-27,1.0295198630928821,1.0295198630928821
2006-03-28,1.0289173812409607,1.0289173812409607
2006-03-29,1.0307711179562522,1.0307711179562522
2006-03-30,1.033534528786182,1.033534528786182
2006-03-31,1.032652673363231,1.032652673363231
2006-04-03,1.0333103056101234,1.0333103056101234
2006-04-04,1.0330628918781537,1.0330628918781537
2006-04-05,1.0336473401798691,1.0336473401798691
2006-04-06,1.0347398397511682,1.0347398397511682
2006-04-07,1.0335354384638344,1.0335354384638344
2006-04-10,1.035317089010643,1.035317089010643
2006-04-11,1.0342921942855896,1.0342921942855896
2006-04-12,1.0350283488113006,1.0350283488113006
2006-04-13,1.0351502597454738,1.0351502597454738
2006-04-17,1.037916459864712,1.037916459864712
2006-04-18,1.039207693725276,1.039207693725276
2006-04-19,1.0424000886363436,1.0424000886363436
2006-04-20,1.0378380538102396,1.0378380538102396
2006-04-21,1.041651634875571,1.041651634875571
2006-04-24,1.0390969525656828,1.0390969525656828
2006-04-25,1.0410015375995392,1.0410015375995392
2006-04-26,1.0424441534238744,1.0424441534238744
2006-04-27,1.0413140843058089,1.0413140843058089
2006-04-28,1.044836949889941,1.044836949889941
2006-05-01,1.0449493269727834,1.0449493269727834
2006-05-02,1.0471784228062302,1.0471784228062302
2006-05-03,1.0470367996534338,1.0470367996534338
2006-05-04,1.0486437542483515,1.0486437542483515
2006-05-05,1.0494362891145186,1.0494362891145186
2006-05-08,1.0487725768939564,1.0487725768939564
2006-05-09,1.0520635787055341,1.0520635787055341
2006-05-10,1.0531204691923672,1.0531204691923672
2006-05-11,1.0540930891676772,1.0540930891676772
2006-05-12,1.0542266560570808,1.0542266560570808
2006-05-15,1.0487272469207582,1.0487272469207582
2006-05-16,1.0505941352570227,1.0505941352570227
2006-05-17,1.0498897593117211,1.0498897593117211
2006-05-18,1.0488267710785406,1.0488267710785406
2006-05-19,1.0459038664303062,1.0459038664303062
2006-05-22,1.0454573098617097,1.0454573098617097
2006-05-23,1.0471863876258238,1.0471863876258238
2006-05-24,1.0435264415573704,1.0435264415573704
2006-05-25,1.0445689896546724,1.0445689896546724
2006-05-26,1.045214784414264,1.045214784414264
2006-05-30,1.0452308433711133,1.0452308433711133
2006-05-31,1.0438181567442788,1.0438181567442788
2006-06-01,1.041104193952407,1.041104193952407
2006-06-02,1.0426685105941806,1.0426685105941806
2006-06-05,1.0423236925900337,1.0423236925900337
2006-06-06,1.0411049830452956,1.0411049830452956
2006-06-07,1.0406555844434877,1.0406555844434877
2006-06-08,1.0383664112464879,1.0383664112464879
2006-06-09,1.03758222539898,1.03758222539898
2006-06-12,1.0368613212015279,1.0368613212015279
2006-06-13,1.0297623694280058,1.0297623694280058
2006-06-14,1.0292099231917797,1.0292099231917797
2006-06-15,1.032355657978279,1.032355657978279
2006-06-16,1.0330040331857997,1.0330040331857997
2006-06-19,1.03064001619318,1.03064001619318
2006-06-20,1.0323589661388173,1.0323589661388173
2006-06-21,1.0342146946330828,1.0342146946330828
2006-06-22,1.0331508661324311,1.0331508661324311
2006-06-23,1.0336161726184396,1.0336161726184396
2006-06-26,1.0341330646425035,1.0341330646425035
2006-06-27,1.0330684142069855,1.0330684142069855
2006-06-28,1.0328176705407426,1.0328176705407426
2006-06-29,1.03637168250172,1.03637168250172
2006-06-30,1.0393491600128448,1.0393491600128448
2006-07-03,1.0409617396345245,1.0409617396345245
2006-07-05,1.0414974543938875,1.0414974543938875
2006-07-06,1.0423639810387588,1.0423639810387588
2006-07-07,1.0417189138958776,1.0417189138958776
2006-07-10,1.0407043056211625,1.0407043056211625
2006-07-11,1.0437079522611263,1.0437079522611263
2006-07-12,1.0455235179368445,1.0455235179368445
2006-07-13,1.0465381281339696,1.0465381281339696
2006-07-14,1.047017085621616,1.047017085621616
2006-07-17,1.0439960831731028,1.0439960831731028
2006-07-18,1.0422819391891338,1.0422819391891338
2006-07-19,1.0441543965818199,1.0441543965818199
2006-07-20,1.0417246170253418,1.0417246170253418
2006-07-21,1.0403420885204995,1.0403420885204995
2006-07-24,1.039381150776589,1.039381150776589
2006-07-25,1.0400781512958492,1.0400781512958492
2006-07-26,1.040838567164901,1.040838567164901
2006-07-27,1.0423494644207751,1.0423494644207751
2006-07-28,1.0426974651010914,1.0426974651010914
2006-07-31,1.042780073367984,1.042780073367984
2006-08-01,1.04469524868292,1.04469524868292
2006-08-02,1.0453936617393267,1.0453936617393267
2006-08-03,1.0443765263947145,1.0443765263947145
2006-08-04,1.0446371254179927,1.0446371254179927
2006-08-07,1.044994657227495,1.044994657227495
2006-08-08,1.0441359814248559,1.0441359814248559
2006-08-09,1.0452132451300382,1.0452132451300382
2006-08-10,1.0429814774233805,1.0429814774233805
2006-08-11,1.0420910253242712,1.0420910253242712
2006-08-14,1.0413266162593937,1.0413266162593937
2006-08-15,1.0409251381297,1.0409251381297
2006-08-16,1.0417308913536045,1.0417308913536045
2006-08-17,1.0392970138041098,1.0392970138041098
2006-08-18,1.0393140467232052,1.0393140467232052
2006-08-21,1.0416977906039186,1.0416977906039186
2006-08-22,1.0410471475682541,1.0410471475682541
2006-08-23,1.040678045755505,1.040678045755505
2006-08-24,1.040543392437159,1.040543392437159
2006-08-25,1.0405770950188136,1.0405770950188136
2006-08-28,1.0392799526623864,1.0392799526623864
2006-08-29,1.03917772606502,1.03917772606502
2006-08-30,1.0399962440237565,1.0399962440237565
2006-08-31,1.041469379184469,1.041469379184469
2006-09-01,1.0412185813136428,1.0412185813136428
2006-09-05,1.0432628168345608,1.0432628168345608
2006-09-06,1.0424395349478937,1.0424395349478937
2006-09-07,1.03976958860487,1.03976958860487
2006-09-08,1.038734061937647,1.038734061937647
2006-09-11,1.035068345775168,1.035068345775168
2006-09-12,1.034749862667275,1.034749862667275
2006-09-13,1.0352821400523455,1.0352821400523455
2006-09-14,1.0327566303232545,1.0327566303232545
2006-09-15,1.0331358607686345,1.0331358607686345
2006-09-18,1.034629764413705,1.034629764413705
2006-09-19,1.0323021559251515,1.0323021559251515
2006-09-20,1.03291878084051,1.03291878084051
2006-09-21,1.0341634830784532,1.0341634830784532
2006-09-22,1.035145000108998,1.035145000108998
2006-09-25,1.035145000108998,1.035145000108998
2006-09-26,1.0355696779508485,1.0355696779508485
2006-09-27,1.0374560572625857,1.0374560572625857
2006-09-28,1.0374213647436448,1.0374213647436448
2006-09-29,1.0368661305656237,1.0368661305656237
2006-10-02,1.0363082075144314,1.0363082075144314
2006-10-03,1.0327341252869389,1.0327341252869389
2006-10-04,1.0313959621317037,1.0313959621317037
2006-10-05,1.0324022899710306,1.0324022899710306
2006-10-06,1.0325292607824517,1.0325292607824517
2006-10-09,1.0329097313791693,1.0329097313791693
2006-10-10,1.032548572757547,1.032548572757547
2006-10-11,1.0323311960455295,1.0323311960455295
2006-10-12,1.0334383033729688,1.0334383033729688
2006-10-13,1.0353797041123753,1.0353797041123753
2006-10-16,1.0364403601578598,1.0364403601578598
2006-10-17,1.0355295176283708,1.0355295176283708
2006-10-18,1.0354235786828898,1.0354235786828898
2006-10-19,1.0368727116685914,1.0368727116685914
2006-10-20,1.0357731814253184,1.0357731814253184
2006-10-23,1.0339758198378164,1.0339758198378164
2006-10-24,1.0347097705661412,1.0347097705661412
2006-10-25,1.0357592444216246,1.0357592444216246
2006-10-26,1.0366934770662428,1.0366934770662428
2006-10-27,1.0368858145826265,1.0368858145826265
2006-10-30,1.0377586140674302,1.0377586140674302
2006-10-31,1.0383476592730132,1.0383476592730132
2006-11-01,1.0402781842346793,1.0402781842346793
2006-11-02,1.0412275865124418,1.0412275865124418
2006-11-03,1.04186658458532,1.04186658458532
2006-11-06,1.0411809262451357,1.0411809262451357
2006-11-07,1.0414332751370294,1.0414332751370294
2006-11-08,1.0398721319239332,1.0398721319239332
2006-11-09,1.0430031495352925,1.0430031495352925
2006-11-10,1.04224098831516,1.04224098831516
2006-11-13,1.0417406275074095,1.0417406275074095
2006-11-14,1.0408025792344167,1.0408025792344167
2006-11-15,1.0411572240258622,1.0411572240258622
2006-11-16,1.0402649018130092,1.0402649018130092
2006-11-17,1.0410623602936153,1.0410623602936153
2006-11-20,1.0410455119989892,1.0410455119989892
2006-11-21,1.0418881908918853,1.0418881908918853
2006-11-22,1.0422730211555837,1.0422730211555837
2006-11-24,1.0439406579894328,1.0439406579894328
2006-11-27,1.0442694594509467,1.0442694594509467
2006-11-28,1.0440563414862642,1.0440563414862642
2006-11-29,1.0433829689162564,1.0433829689162564
2006-11-30,1.045414888766232,1.045414888766232
2006-12-01,1.0449765310814143,1.0449765310814143
2006-12-04,1.0449765310814143,1.0449765310814143
2006-12-05,1.0444713156325436,1.0444713156325436
2006-12-06,1.0426380438615697,1.0426380438615697
2006-12-07,1.0427045719796613,1.0427045719796613
2006-12-08,1.0415742684050902,1.0415742684050902
2006-12-11,1.0424471436718508,1.0424471436718508
2006-12-12,1.0423638424698152,1.0423638424698152
2006-12-13,1.0422971509987562,1.0422971509987562
2006-12-14,1.041696594639479,1.041696594639479
2006-12-15,1.0398184570132638,1.0398184570132638
2006-12-18,1.0398866433907437,1.0398866433907437
2006-12-19,1.0411813879708682,1.0411813879708682
2006-12-20,1.0408781307380337,1.0408781307380337
2006-12-21,1.0404727290305495,1.0404727290305495
2006-12-22,1.0409304157497419,1.0409304157497419
2006-12-26,1.041487601416995,1.041487601416995
2006-12-27,1.0418908908237208,1.0418908908237208
2006-12-28,1.0430295698816123,1.0430295698816123
2006-12-29,1.0435436185499123,1.0435436185499123
2007-01-03,1.0420082667103738,1.0420082667103738
2007-01-04,1.0409542166799737,1.0409542166799737
2007-01-05,1.038455245557558,1.038455245557558
2007-01-08,1.038990267266085,1.038990267266085
2007-01-09,1.0396258910955107,1.0396258910955107
2007-01-10,1.0391816823962743,1.0391816823962743
2007-01-11,1.03925028813747,1.03925028813747
2007-01-12,1.0418899754252378,1.0418899754252378
2007-01-16,1.0415548060161557,1.0415548060161557
2007-01-17,1.04268089896297,1.04268089896297
2007-01-18,1.0420483640664662,1.0420483640664662
2007-01-19,1.0432869081706122,1.0432869081706122
2007-01-22,1.0428232271218119,1.0428232271218119
2007-01-23,1.0453338541467119,1.0453338541467119
2007-01-24,1.0454966001920156,1.0454966001920156
2007-01-25,1.0450577869775584,1.0450577869775584
2007-01-26,1.0452372390518658,1.0452372390518658
2007-01-29,1.0445857001470933,1.0445857001470933
2007-01-30,1.0453228247490183,1.0453228247490183
2007-01-31,1.0463157359121928,1.0463157359121928
2007-02-01,1.0469451705672292,1.0469451705672292
2007-02-02,1.0454362300613538,1.0454362300613538
2007-02-05,1.0454850194380343,1.0454850194380343
2007-02-06,1.0462653589466726,1.0462653589466726
2007-02-07,1.046006976037884,1.046006976037884
2007-02-08,1.0474473993858713,1.0474473993858713
2007-02-09,1.0484066101077016,1.0484066101077016
2007-02-12,1.0476930775091304,1.0476930775091304
2007-02-13,1.0479642910156926,1.0479642910156926
2007-02-14,1.04880789341729,1.04880789341729
2007-02-15,1.0488711046184545,1.0488711046184545
2007-02-16,1.0487921304380006,1.0487921304380006
2007-02-20,1.0471326444110403,1.0471326444110403
2007-02-21,1.0504034323962346,1.0504034323962346
2007-02-22,1.0500915133380877,1.0500915133380877
2007-02-23,1.0509828786821518,1.0509828786821518
2007-02-26,1.0515726167212682,1.0515726167212682
2007-02-27,1.0474188355952543,1.0474188355952543
2007-02-28,1.0491322399243985,1.0491322399243985
2007-03-01,1.048090676919852,1.048090676919852
2007-03-02,1.044730798496488,1.044730798496488
2007-03-05,1.0434517390721727,1.0434517390721727
2007-03-06,1.0454746413274396,1.0454746413274396
2007-03-07,1.0457191039739502,1.0457191039739502
2007-03-08,1.0460118407529702,1.0460118407529702
2007-03-09,1.0456387231626474,1.0456387231626474
2007-03-12,1.045834022024456,1.045834022024456
2007-03-13,1.0447779498151564,1.0447779498151564
2007-03-14,1.0451386661277868,1.0451386661277868
2007-03-15,1.0452040500883686,1.0452040500883686
2007-03-16,1.046249586109059,1.046249586109059
2007-03-19,1.04644386781187,1.04644386781187
2007-03-20,1.047300546821514,1.047300546821514
2007-03-21,1.048183063332139,1.048183063332139
2007-03-22,1.0480875172594393,1.0480875172594393
2007-03-23,1.0471152940166455,1.0471152940166455
2007-03-26,1.048224279593818,1.048224279593818
2007-03-27,1.0480013896066973,1.0480013896066973
2007-03-28,1.0485596953904008,1.0485596953904008
2007-03-29,1.0479246833408138,1.0479246833408138
2007-03-30,1.0480683381491822,1.0480683381491822
2007-04-02,1.0482437080314957,1.0482437080314957
2007-04-03,1.048211876056155,1.048211876056155
2007-04-04,1.0497723243798949,1.0497723243798949
2007-04-05,1.049850893189636,1.049850893189636
2007-04-09,1.049332716830192,1.049332716830192
2007-04-10,1.0503263809628054,1.0503263809628054
2007-04-11,1.0502012647789158,1.0502012647789158
2007-04-12,1.05006035500298,1.05006035500298
2007-04-13,1.051392717636134,1.051392717636134
2007-04-16,1.052260620655404,1.052260620655404
2007-04-17,1.051645261233628,1.051645261233628
