Variant,Zone,CAGR,Vol,MaxDD,Sharpe,HitRate,Alpha
V2,US,0.09197643808175471,0.14935443376244395,-0.32991659129148565,0.6158266330951249,0.5190826330532213,0.010782273936712272
V2,EU,0.08814924249094269,0.14779407431497146,-0.3318215144846247,0.5964328603803382,0.5175070028011205,0.0749299625853701
V3,US,0.09787332604288101,0.1487267825043971,-0.32991659129148554,0.6580746547111472,0.5196078431372549,0.01667916189783858
V3,EU,0.08195635006350366,0.15842035677863775,-0.3700667385108422,0.5173347146163926,0.5187324929971989,0.06873707015793107
V4,US,0.10676423001705149,0.14949742969661736,-0.32991659129148554,0.7141542850182341,0.5197829131652661,0.02557006587200905
V4,EU,0.06994871139097936,0.15469115287913768,-0.3735716393430843,0.45218301169189196,0.5155812324929971,0.05672943148540677
V5,US,0.10923777733876783,0.14986708670723375,-0.3299165912914858,0.7288977168960685,0.5194327731092437,0.028043613193725392
V5,EU,0.06998839946783919,0.1533946439143396,-0.37357163934308446,0.4562636457301789,0.5154061624649859,0.0567691195622666
