Zone,CAGR,Vol,Sharpe,MaxDD,HitRate
US,0.08772842739884501,0.14502489952122274,0.6049197599065184,-0.3874876426591738,0.5516983949234789
EU,0.06359789116246484,0.11571159285934988,0.5496241957343855,-0.33598338614029266,0.5439590568451836
