Zone,Period,CAGR,Sharpe,IR,Skewness,CVaR_95,MDD
US,P1 (2005-2012),0.01882811021820907,0.9125835285642946,0.9002708158274648,-0.08381820850060756,-0.0030745725586470716,-0.03071128036382977
US,P2 (2013-2019),-0.0009437118696218327,-0.0657392127587927,-0.050130578295919305,-0.512696162489979,-0.002104201812488049,-0.04381157931162712
US,P3 (2020-2022),0.006714445704851801,0.41626982738946255,0.4265603379151259,-0.3383289186264739,-0.0024205791463896976,-0.02284036108604057
US,P4 (2023-2026),0.029822267486578458,1.5892439662613167,1.5345739956335391,-0.9953834601989289,-0.0027759264059963873,-0.016645415497990076
EU,P1 (2005-2012),0.01882811021820907,0.9125835285642946,0.9002708158274648,-0.08381820850060756,-0.0030745725586470716,-0.03071128036382977
EU,P2 (2013-2019),-0.0009437118696218327,-0.0657392127587927,-0.050130578295919305,-0.512696162489979,-0.002104201812488049,-0.04381157931162712
EU,P3 (2020-2022),0.006714445704851801,0.41626982738946255,0.4265603379151259,-0.3383289186264739,-0.0024205791463896976,-0.02284036108604057
EU,P4 (2023-2026),0.029822267486578458,1.5892439662613167,1.5345739956335391,-0.9953834601989289,-0.0027759264059963873,-0.016645415497990076
